지역,시기,대분류,항목,유형,6열,7열,8열,9열,10열
서울,10월,메이크업,신랑 메이크업,선택,0,0,2,11,-
경인,10월,메이크업,신랑 메이크업,선택,8,8,9,-,-
5대 광역시,10월,메이크업,신랑 메이크업,선택,0,0,3,3,3
이외 지역,10월,메이크업,신랑 메이크업,선택,0,0,6,9,-
전국,9월,메이크업,신랑 메이크업,선택,0,0,3,8,10
수도권,9월,메이크업,신랑 메이크업,선택,0,0,5,11,13
비수도권,9월,메이크업,신랑 메이크업,선택,0,0,3,6,10
서울,9월,메이크업,신랑 메이크업,선택,0,0,2,11,-
경인,9월,메이크업,신랑 메이크업,선택,8,8,9,-,-
5대 광역시,9월,메이크업,신랑 메이크업,선택,0,0,3,3,3
이외 지역,9월,메이크업,신랑 메이크업,선택,0,0,6,9,-
전국,8월,메이크업,신랑 메이크업,선택,0,0,3,8,10
수도권,8월,메이크업,신랑 메이크업,선택,0,0,5,11,13
비수도권,8월,메이크업,신랑 메이크업,선택,0,0,3,6,10
서울,8월,메이크업,신랑 메이크업,선택,0,0,2,11,-
경인,8월,메이크업,신랑 메이크업,선택,8,8,9,-,-
5대 광역시,8월,메이크업,신랑 메이크업,선택,0,0,3,3,3
이외 지역,8월,메이크업,신랑 메이크업,선택,0,0,6,9,-
전국,7월,메이크업,신랑 메이크업,선택,0,0,3,8,10
수도권,7월,메이크업,신랑 메이크업,선택,0,0,5,11,13
비수도권,7월,메이크업,신랑 메이크업,선택,0,0,3,6,10
서울,7월,메이크업,신랑 메이크업,선택,0,0,2,11,-
경인,7월,메이크업,신랑 메이크업,선택,8,8,9,-,-
5대 광역시,7월,메이크업,신랑 메이크업,선택,0,0,3,3,3
이외 지역,7월,메이크업,신랑 메이크업,선택,0,0,6,9,-
전국,6월,메이크업,신랑 메이크업,선택,0,0,3,8,10
수도권,6월,메이크업,신랑 메이크업,선택,0,0,5,11,13
비수도권,6월,메이크업,신랑 메이크업,선택,0,0,3,6,10
서울,6월,메이크업,신랑 메이크업,선택,0,0,2,11,-
경인,6월,메이크업,신랑 메이크업,선택,8,8,9,-,-
5대 광역시,6월,메이크업,신랑 메이크업,선택,0,0,3,3,3
이외 지역,6월,메이크업,신랑 메이크업,선택,0,0,6,9,-
전국,5월,메이크업,신랑 메이크업,선택,0,3,5,8,11
수도권,5월,메이크업,신랑 메이크업,선택,0,5,6,11,13
비수도권,5월,메이크업,신랑 메이크업,선택,0,2,5,5,10
서울,5월,메이크업,신랑 메이크업,선택,0,2,5,11,13
경인,5월,메이크업,신랑 메이크업,선택,8,8,9,-,-
5대 광역시,5월,메이크업,신랑 메이크업,선택,0,3,3,5,6
이외 지역,5월,메이크업,신랑 메이크업,선택,0,0,6,9,-
전국,4월,메이크업,신랑헤어,선택,3,3,5,8,11
수도권,4월,메이크업,신랑헤어,선택,5,5,6,9,12
비수도권,4월,메이크업,신랑헤어,선택,2,3,3,8,8
서울,4월,메이크업,신랑헤어,선택,5,5,6,9,12
경인,4월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,4월,메이크업,신랑헤어,선택,2,3,3,4,8
이외 지역,4월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,3월,메이크업,신랑헤어,선택,3,3,5,8,11
수도권,3월,메이크업,신랑헤어,선택,5,5,6,9,12
비수도권,3월,메이크업,신랑헤어,선택,2,3,3,8,8
서울,3월,메이크업,신랑헤어,선택,5,5,6,9,12
경인,3월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,3월,메이크업,신랑헤어,선택,2,3,3,4,8
이외 지역,3월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,2월,메이크업,신랑헤어,선택,3,3,5,8,11
수도권,2월,메이크업,신랑헤어,선택,5,5,6,9,12
비수도권,2월,메이크업,신랑헤어,선택,2,3,3,8,8
서울,2월,메이크업,신랑헤어,선택,5,5,6,9,12
경인,2월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,2월,메이크업,신랑헤어,선택,2,3,3,4,8
이외 지역,2월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,1월,메이크업,신랑헤어,선택,3,3,5,8,11
수도권,1월,메이크업,신랑헤어,선택,5,5,6,9,12
비수도권,1월,메이크업,신랑헤어,선택,2,3,3,8,8
서울,1월,메이크업,신랑헤어,선택,5,5,6,9,12
경인,1월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,1월,메이크업,신랑헤어,선택,2,3,3,4,8
이외 지역,1월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,12월,메이크업,신랑헤어,선택,3,4,8,8,8
수도권,12월,메이크업,신랑헤어,선택,5,5,8,8,13
비수도권,12월,메이크업,신랑헤어,선택,2,3,6,8,8
서울,12월,메이크업,신랑헤어,선택,5,5,8,8,13
경인,12월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,12월,메이크업,신랑헤어,선택,2,3,3,8,8
이외 지역,12월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,11월,메이크업,신랑헤어,선택,3,4,8,8,8
수도권,11월,메이크업,신랑헤어,선택,5,5,8,8,13
비수도권,11월,메이크업,신랑헤어,선택,2,3,6,8,8
서울,11월,메이크업,신랑헤어,선택,5,5,8,8,13
경인,11월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,11월,메이크업,신랑헤어,선택,2,3,3,8,8
이외 지역,11월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,10월,메이크업,신랑헤어,선택,3,4,8,8,8
수도권,10월,메이크업,신랑헤어,선택,5,5,8,8,13
비수도권,10월,메이크업,신랑헤어,선택,2,3,6,8,8
서울,10월,메이크업,신랑헤어,선택,5,5,8,8,13
경인,10월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,10월,메이크업,신랑헤어,선택,2,3,3,8,8
이외 지역,10월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,9월,메이크업,신랑헤어,선택,3,4,8,8,8
수도권,9월,메이크업,신랑헤어,선택,5,5,8,8,13
비수도권,9월,메이크업,신랑헤어,선택,2,3,6,8,8
서울,9월,메이크업,신랑헤어,선택,5,5,8,8,13
경인,9월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,9월,메이크업,신랑헤어,선택,2,3,3,8,8
이외 지역,9월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,8월,메이크업,신랑헤어,선택,3,4,8,8,8
수도권,8월,메이크업,신랑헤어,선택,5,5,8,8,13
비수도권,8월,메이크업,신랑헤어,선택,2,3,6,8,8
서울,8월,메이크업,신랑헤어,선택,5,5,8,8,13
경인,8월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,8월,메이크업,신랑헤어,선택,2,3,3,8,8
이외 지역,8월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,7월,메이크업,신랑헤어,선택,3,4,8,8,8
수도권,7월,메이크업,신랑헤어,선택,5,5,8,8,13
비수도권,7월,메이크업,신랑헤어,선택,2,3,6,8,8
서울,7월,메이크업,신랑헤어,선택,5,5,8,8,13
경인,7월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,7월,메이크업,신랑헤어,선택,2,3,3,8,8
이외 지역,7월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,6월,메이크업,신랑헤어,선택,3,4,8,8,8
수도권,6월,메이크업,신랑헤어,선택,5,5,8,8,13
비수도권,6월,메이크업,신랑헤어,선택,2,3,6,8,8
서울,6월,메이크업,신랑헤어,선택,5,5,8,8,13
경인,6월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,6월,메이크업,신랑헤어,선택,2,3,3,8,8
이외 지역,6월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,5월,메이크업,신랑헤어,선택,3,3,5,8,11
수도권,5월,메이크업,신랑헤어,선택,5,5,6,9,12
비수도권,5월,메이크업,신랑헤어,선택,2,3,3,8,8
서울,5월,메이크업,신랑헤어,선택,5,5,6,9,12
경인,5월,메이크업,신랑헤어,선택,-,-,-,-,-
5대 광역시,5월,메이크업,신랑헤어,선택,2,3,3,5,8
이외 지역,5월,메이크업,신랑헤어,선택,4,5,8,8,-
전국,4월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,4월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,4월,메이크업,신부 커트,선택,0,6,8,8,8
서울,4월,메이크업,신부 커트,선택,5,6,7,8,8
경인,4월,메이크업,신부 커트,선택,8,8,8,-,-
5대 광역시,4월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,4월,메이크업,신부 커트,선택,0,7,8,8,-
전국,3월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,3월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,3월,메이크업,신부 커트,선택,0,6,8,8,8
서울,3월,메이크업,신부 커트,선택,5,6,7,8,8
경인,3월,메이크업,신부 커트,선택,8,8,8,-,-
5대 광역시,3월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,3월,메이크업,신부 커트,선택,0,7,8,8,-
전국,2월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,2월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,2월,메이크업,신부 커트,선택,0,6,8,8,8
서울,2월,메이크업,신부 커트,선택,5,6,7,8,8
경인,2월,메이크업,신부 커트,선택,8,8,8,-,-
5대 광역시,2월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,2월,메이크업,신부 커트,선택,0,7,8,8,-
전국,1월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,1월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,1월,메이크업,신부 커트,선택,0,6,8,8,8
서울,1월,메이크업,신부 커트,선택,5,6,7,8,8
경인,1월,메이크업,신부 커트,선택,8,8,8,-,-
5대 광역시,1월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,1월,메이크업,신부 커트,선택,0,7,8,8,-
전국,12월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,12월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,12월,메이크업,신부 커트,선택,0,6,8,8,8
서울,12월,메이크업,신부 커트,선택,5,6,7,8,8
경인,12월,메이크업,신부 커트,선택,-,-,-,-,-
5대 광역시,12월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,12월,메이크업,신부 커트,선택,0,2,8,8,-
전국,11월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,11월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,11월,메이크업,신부 커트,선택,0,6,8,8,8
서울,11월,메이크업,신부 커트,선택,5,6,7,8,8
경인,11월,메이크업,신부 커트,선택,-,-,-,-,-
5대 광역시,11월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,11월,메이크업,신부 커트,선택,0,2,8,8,-
전국,10월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,10월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,10월,메이크업,신부 커트,선택,0,6,8,8,8
서울,10월,메이크업,신부 커트,선택,5,6,7,8,8
경인,10월,메이크업,신부 커트,선택,-,-,-,-,-
5대 광역시,10월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,10월,메이크업,신부 커트,선택,0,2,8,8,-
전국,9월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,9월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,9월,메이크업,신부 커트,선택,0,6,8,8,8
서울,9월,메이크업,신부 커트,선택,5,6,7,8,8
경인,9월,메이크업,신부 커트,선택,-,-,-,-,-
5대 광역시,9월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,9월,메이크업,신부 커트,선택,0,2,8,8,-
전국,8월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,8월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,8월,메이크업,신부 커트,선택,0,6,8,8,8
서울,8월,메이크업,신부 커트,선택,5,6,7,8,8
경인,8월,메이크업,신부 커트,선택,-,-,-,-,-
5대 광역시,8월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,8월,메이크업,신부 커트,선택,0,2,8,8,-
전국,7월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,7월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,7월,메이크업,신부 커트,선택,0,6,8,8,8
서울,7월,메이크업,신부 커트,선택,5,6,7,8,8
경인,7월,메이크업,신부 커트,선택,-,-,-,-,-
5대 광역시,7월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,7월,메이크업,신부 커트,선택,0,2,8,8,-
전국,6월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,6월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,6월,메이크업,신부 커트,선택,0,6,8,8,8
서울,6월,메이크업,신부 커트,선택,5,6,7,8,8
경인,6월,메이크업,신부 커트,선택,-,-,-,-,-
5대 광역시,6월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,6월,메이크업,신부 커트,선택,0,2,8,8,-
전국,5월,메이크업,신부 커트,선택,5,6,7,8,8
수도권,5월,메이크업,신부 커트,선택,5,6,7,8,8
비수도권,5월,메이크업,신부 커트,선택,0,6,8,8,8
서울,5월,메이크업,신부 커트,선택,5,6,7,8,8
경인,5월,메이크업,신부 커트,선택,8,8,8,-,-
5대 광역시,5월,메이크업,신부 커트,선택,0,6,8,8,-
이외 지역,5월,메이크업,신부 커트,선택,0,7,8,8,-
전국,4월,메이크업,가발,선택,4,6,10,11,21
수도권,4월,메이크업,가발,선택,5,8,10,17,24
비수도권,4월,메이크업,가발,선택,2,4,10,11,18
서울,4월,메이크업,가발,선택,5,8,11,17,24
경인,4월,메이크업,가발,선택,3,8,9,10,-
5대 광역시,4월,메이크업,가발,선택,2,3,11,17,27
이외 지역,4월,메이크업,가발,선택,2,7,10,11,11
전국,3월,메이크업,가발,선택,4,6,10,11,21
수도권,3월,메이크업,가발,선택,5,8,10,17,24
비수도권,3월,메이크업,가발,선택,2,4,10,11,18
서울,3월,메이크업,가발,선택,5,8,11,17,24
경인,3월,메이크업,가발,선택,3,8,9,10,-
5대 광역시,3월,메이크업,가발,선택,2,3,11,17,27
이외 지역,3월,메이크업,가발,선택,2,7,10,11,11
전국,2월,메이크업,가발,선택,4,6,10,11,21
수도권,2월,메이크업,가발,선택,5,8,10,17,24
비수도권,2월,메이크업,가발,선택,2,4,10,11,18
서울,2월,메이크업,가발,선택,5,8,11,17,24
경인,2월,메이크업,가발,선택,3,8,9,10,-
5대 광역시,2월,메이크업,가발,선택,2,3,11,17,27
이외 지역,2월,메이크업,가발,선택,2,7,10,11,11
전국,1월,메이크업,가발,선택,4,6,10,11,21
수도권,1월,메이크업,가발,선택,5,8,10,17,24
비수도권,1월,메이크업,가발,선택,2,4,10,11,18
서울,1월,메이크업,가발,선택,5,8,11,17,24
경인,1월,메이크업,가발,선택,3,8,9,10,-
5대 광역시,1월,메이크업,가발,선택,2,3,11,17,27
이외 지역,1월,메이크업,가발,선택,2,7,10,11,11
전국,12월,메이크업,가발,선택,3,8,11,14,17
수도권,12월,메이크업,가발,선택,8,8,11,17,19
비수도권,12월,메이크업,가발,선택,0,3,11,11,17
서울,12월,메이크업,가발,선택,8,8,11,17,23
경인,12월,메이크업,가발,선택,3,5,9,11,-
5대 광역시,12월,메이크업,가발,선택,1,3,11,17,23
이외 지역,12월,메이크업,가발,선택,0,3,9,11,-
전국,11월,메이크업,가발,선택,3,8,11,14,17
수도권,11월,메이크업,가발,선택,8,8,11,17,19
비수도권,11월,메이크업,가발,선택,0,3,11,11,17
서울,11월,메이크업,가발,선택,8,8,11,17,23
경인,11월,메이크업,가발,선택,3,5,9,11,-
5대 광역시,11월,메이크업,가발,선택,1,3,11,17,23
이외 지역,11월,메이크업,가발,선택,0,3,9,11,-
전국,10월,메이크업,가발,선택,3,8,11,14,17
수도권,10월,메이크업,가발,선택,8,8,11,17,19
비수도권,10월,메이크업,가발,선택,0,3,11,11,17
서울,10월,메이크업,가발,선택,8,8,11,17,23
경인,10월,메이크업,가발,선택,3,5,9,11,-
5대 광역시,10월,메이크업,가발,선택,1,3,11,17,23
이외 지역,10월,메이크업,가발,선택,0,3,9,11,-
전국,9월,메이크업,가발,선택,3,8,11,14,17
수도권,9월,메이크업,가발,선택,8,8,11,17,19
비수도권,9월,메이크업,가발,선택,0,3,11,11,17
서울,9월,메이크업,가발,선택,8,8,11,17,23
경인,9월,메이크업,가발,선택,3,5,9,11,-
5대 광역시,9월,메이크업,가발,선택,1,3,11,17,23
이외 지역,9월,메이크업,가발,선택,0,3,9,11,-
전국,8월,메이크업,가발,선택,3,8,11,14,17
수도권,8월,메이크업,가발,선택,8,8,11,17,19
비수도권,8월,메이크업,가발,선택,0,3,11,11,17
서울,8월,메이크업,가발,선택,8,8,11,17,23
경인,8월,메이크업,가발,선택,3,5,9,11,-
5대 광역시,8월,메이크업,가발,선택,1,3,11,17,23
이외 지역,8월,메이크업,가발,선택,0,3,9,11,-
전국,7월,메이크업,가발,선택,3,8,11,14,17
수도권,7월,메이크업,가발,선택,8,8,11,17,19
비수도권,7월,메이크업,가발,선택,0,3,11,11,17
서울,7월,메이크업,가발,선택,8,8,11,17,23
경인,7월,메이크업,가발,선택,3,5,9,11,-
5대 광역시,7월,메이크업,가발,선택,1,3,11,17,23
이외 지역,7월,메이크업,가발,선택,0,3,9,11,-
전국,6월,메이크업,가발,선택,3,8,11,14,17
수도권,6월,메이크업,가발,선택,8,8,11,17,19
비수도권,6월,메이크업,가발,선택,0,3,11,11,17
서울,6월,메이크업,가발,선택,8,8,11,17,23
경인,6월,메이크업,가발,선택,3,5,9,11,-
5대 광역시,6월,메이크업,가발,선택,1,3,11,17,23
